"Id","POINT_X","POINT_Y","width_m","date","why","slp_dg_sav","ele_mt_sav","dis_m3_pyr","dis_m3_pmn","dis_m3_pmx","RASTERVALU"
990,-89.38708071,33.47324523,11.27,"3/21/2016"," ",18,139,3.095,0.846,6.069,133.952835083008
991,-90.65611149,33.40750249,69.87,"5/6/2016"," ",1,35,95.706,30.133,171.428,3645.86108398438
992,-89.52858161,33.34907752,7.67,"2/1/2021"," ",16,131,4.809,1.219,9.927,156.961898803711
993,-90.11678181,33.19984043,11.75,"11/22/2015"," ",15,84,6.561,1.835,12.267,188.389953613281
994,-90.55524967,32.90553294,52.07,"11/15/2019"," ",2,32,3.534,1.042,6.292,213.920104980469
996,-90.03420301,32.75930355,41.38,"11/22/2015"," ",10,78,88.819,21.923,180.923,4209.3798828125
997,-90.12254482,32.70016228,36.51,"11/17/2020"," ",10,78,99.898,24.723,202.936,4819.1181640625
998,-90.95089648,32.48259521,81.3,"11/15/2019"," ",4,34,31.318,9.652,55.709,1787.40649414062
999,-91.09452031,32.22310337,99.16,"8/26/2015"," ",8,32,4.658,1.472,8.321,54.057487487793
1000,-90.75960761,32.01972929,32.48,"11/28/2013"," ",16,72,31.42,10.256,57.555,1545.78186035156
1001,-91.12492136,31.7961152,12.7,"1/27/2015"," ",18,75,7.574,2.621,13.717,274.0947265625
1002,-91.49279954,31.3558978,767.03,"12/7/2014"," ",9,27,19306.422,10088.85,35057.242,2947393.5
1004,-91.4992044,30.7337271,1102.02,"11/15/2012"," ",6,14,21484.791,10874.75,38097.453,2952430
1005,-90.25326871,29.9703717,726.57,"10/5/2012"," ",2,4,21803.078,11412.624,38048.32,NA
1006,-107.3121421,48.99166667,10.93,"7/3/2014"," ",38,813,0.306,0,0.542,5277.3828125
1012,-109.5449314,49.18083333,8.74,"9/27/2014"," ",8,924,1.098,0.597,2.881,2093.07250976562
1013,-112.4240008,49.08083333,9.6,"8/8/2012"," ",16,1183,1.724,1.316,2.299,1172.6171875
1017,-110.7498558,49.0873558,11.54,"9/9/2020"," ",42,945,1.148,0.271,2.138,6455.2705078125
1019,-108.2075,49.41725053,11.54,"9/20/2013"," ",22,924,0.468,0,0.637,2754.58129882812
